node_id,node_type,title,description,category,difficulty,education_level,career_level,industry,prerequisites,skills_required,skills_gained,recommended_certifications,estimated_duration_months,salary_band_inr,growth_score,demand_score,automation_risk,ai_impact,remote_work_potential,global_opportunity,government_opportunity,private_opportunity,freelance_opportunity,entrepreneurship_opportunity,metadata
d0bf7333-b611-593e-8547-3175e510436b,education,ITI Welder,ITI Welder - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
0ca3c653-ff63-5dcb-8d7f-885cb7e3c439,education,ITI Plumber,ITI Plumber - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
aea05cbd-98e3-555a-aae9-609166f6553b,education,ITI Carpenter,ITI Carpenter - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
521c0858-e8e1-5f56-bf8c-cf2e3e26e111,education,ITI Painter,ITI Painter - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
0298771f-55bd-578c-9f67-af1292064f8e,education,ITI Machinist,ITI Machinist - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f907be2f-69e7-5b9e-9548-734977fc5ebe,education,ITI Turner,ITI Turner - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
7e98613b-d415-5b84-b6a7-725e12af9e58,education,ITI COPA,ITI COPA - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
d285a69b-690a-5e80-8719-73f741aceeb4,education,ITI Electronics,ITI Electronics - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1f6c4540-7849-5e70-9e8f-105b438b7df9,education,ITI Refrigeration,ITI Refrigeration - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ba537e7c-c719-5d5c-90d0-aa22775d1890,education,ITI Diesel Mechanic,ITI Diesel Mechanic - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
aab67ff2-e73e-5615-aad7-1aab1325b5ca,education,ITI Motor Mechanic,ITI Motor Mechanic - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e7620fe2-c797-5481-b316-d97eac8b394d,education,ITI Solar Technician,ITI Solar Technician - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ed1d2fd7-23d1-5597-b80e-4885bd65f54e,education,ITI CNC Operator,ITI CNC Operator - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
d44c044e-ef78-53d5-83b7-89e0ccd2ee29,education,ITI Agriculture Machinery,ITI Agriculture Machinery - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
53a40609-be9b-5b11-aed2-0094c2b4b656,education,ITI Wireman,ITI Wireman - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f7ec84cc-d0a8-5f66-8a29-8d8801e864a9,education,ITI Surveyor,ITI Surveyor - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
4dc227d9-28f9-566c-bc29-e57afbe6cd01,education,ITI Draftsman Civil,ITI Draftsman Civil - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
27517c72-c4b3-5255-bef0-8200a7bfa220,education,ITI Draftsman Mechanical,ITI Draftsman Mechanical - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ce63105f-6235-59b5-ad8b-c6d3be608c33,education,ITI Horticulture,ITI Horticulture - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
49590349-20a3-5b50-b6c6-d4521cfcafe9,education,ITI Food Processing,ITI Food Processing - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a9c7bb56-dace-511c-8532-6a77512d4ccc,education,ITI Textile,ITI Textile - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
3b496777-bd1f-5a20-a9a4-a616ea2d26ca,education,ITI Foundry,ITI Foundry - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
2707761a-6a8c-52b7-9e79-faa5edf79c02,education,ITI Leather Goods,ITI Leather Goods - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5e497166-49e1-5f4e-89c5-930d287d5e23,education,Diploma in Computer Engineering,Diploma in Computer Engineering - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
3eefeac2-e008-54ca-a38d-0506b2e3df3b,education,Diploma in Mechanical Engineering,Diploma in Mechanical Engineering - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a8e026e2-1d78-53f0-a3d4-0fd8970212ca,education,Diploma in Civil Engineering,Diploma in Civil Engineering - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
8d203e40-93ff-572f-973d-cfc89fbaf158,education,Diploma in Electrical Engineering,Diploma in Electrical Engineering - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
63737890-98dd-5179-819d-2fd8653f9dbd,education,Diploma in Electronics & Comm,Diploma in Electronics & Comm - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e2cb0c3f-c5ae-5fe1-9b04-65a219258e17,education,Diploma in Chemical Engineering,Diploma in Chemical Engineering - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1f792c02-9f29-5109-8ad4-cae4b613a535,education,Diploma in Automobile Engineering,Diploma in Automobile Engineering - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
333e6d10-cbdc-5d19-9a93-4ddd875004b7,education,Diploma in IT,Diploma in IT - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e696348e-cd6a-53a4-aa04-795f93989ab3,education,Diploma in Mining Engineering,Diploma in Mining Engineering - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
0fbd5b91-84b1-5da0-abbe-7fcb30a9b49f,education,Diploma in Petroleum Engineering,Diploma in Petroleum Engineering - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
7f1e48ae-2fc5-5e2c-a972-472f8401f8fe,education,Diploma in Food Technology,Diploma in Food Technology - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
153617a0-9eb6-56de-8f36-fb1e7dc0e479,education,Diploma in Aeronautical Engg,Diploma in Aeronautical Engg - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b557f546-9829-58d3-b75d-f9828e25b6fe,education,Diploma in Marine Engineering,Diploma in Marine Engineering - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
58f83b4f-4817-58f0-9e98-27bf714ad341,education,Diploma in Hotel Management,Diploma in Hotel Management - Career Node,,1,diploma,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ae3068f0-b4a8-5f8e-8a9c-593511b9e6b7,education,Diploma in Fashion Design,Diploma in Fashion Design - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
9dac7382-07e9-5980-a5fb-27b33a529c10,education,Diploma in Interior Design,Diploma in Interior Design - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
610078a9-20cf-53cd-90ee-8536fd02cf77,education,Diploma in Pharmacy,Diploma in Pharmacy - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
584793c7-5dfa-5923-a182-ee99fe859537,education,Diploma in Medical Lab Tech,Diploma in Medical Lab Tech - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a3a3ae28-ce04-57d7-80a4-56f140f3fe10,education,Diploma in Radiology,Diploma in Radiology - Career Node,,1,diploma,,,[],[],[],[],24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1485567b-276e-58ef-b309-ca4e1c001aea,education,Diploma in Event Management,Diploma in Event Management - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
396591a0-632f-56fb-9953-9617e7e86b40,education,Diploma in Journalism,Diploma in Journalism - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
afbd581d-efda-59ef-9c34-fcf4b12704b7,education,Diploma in Film Making,Diploma in Film Making - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
8707f546-381e-540a-bcda-6ee292254371,education,Diploma in Graphic Design,Diploma in Graphic Design - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ecf5a508-41c8-5ccc-888f-55bc98ac5ebb,education,Diploma in Fire & Safety,Diploma in Fire & Safety - Career Node,,1,diploma,,,[],[],[],[],12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
42979a0a-5004-5659-8136-87e7d4111dfe,education,B.Tech Computer Science,B.Tech Computer Science - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
6438ca77-5b35-5fbd-b259-707617213f23,education,B.Tech CSE AI/ML,B.Tech CSE AI/ML - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
8310c460-efa4-5e31-9776-43e3bc7a3552,education,B.Tech CSE Data Science,B.Tech CSE Data Science - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
d643cf9b-71b9-57aa-b7c2-6ed28c68bec9,education,B.Tech Cyber Security,B.Tech Cyber Security - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
08ac5b3b-7195-5d69-8d9c-75d046967488,education,B.Tech Electronics & Comm,B.Tech Electronics & Comm - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
beb0d8b1-5cd7-52b3-9e11-c2f07bb81d36,education,B.Tech Electrical,B.Tech Electrical - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b87f3c53-cb90-517d-a1a9-bb3bbb5d2c68,education,B.Tech Mechanical,B.Tech Mechanical - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
4c66a0ad-5c98-5b00-a26d-99ceac2b11ad,education,B.Tech Civil,B.Tech Civil - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f0ca3ab1-1c56-572b-a0a2-fa931be1449e,education,B.Tech Automobile,B.Tech Automobile - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
abc8da5e-edaf-5baf-9f8e-a7a874adcaab,education,B.Tech Aerospace,B.Tech Aerospace - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
aa52ca46-372a-5d2a-9fed-cbd220cc9aaf,education,B.Tech Chemical,B.Tech Chemical - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
897fe3a7-ed19-53c9-8970-76f480c53b62,education,B.Tech Biotechnology,B.Tech Biotechnology - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
b84871c2-06ca-5500-86b1-b700e3ad4d55,education,B.Tech Instrumentation,B.Tech Instrumentation - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
6e0ca3da-e2f3-5dec-aff6-e95090ddf154,education,B.Tech Production,B.Tech Production - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
799f708b-fc08-5547-affa-ccfe93af40dd,education,B.Tech Industrial,B.Tech Industrial - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
d763fd22-b337-5575-b7f4-cbff811617cb,education,B.Tech Textile,B.Tech Textile - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
079aad1c-56b7-5eb1-a8bd-aac228876e78,education,B.Tech Energy,B.Tech Energy - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
259939c5-db4e-5b33-84e5-d24b7ae2ef41,education,B.Tech Nanotechnology,B.Tech Nanotechnology - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
51dba753-ec75-5aad-9713-cea782a52832,education,B.Tech Mechatronics,B.Tech Mechatronics - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
29049243-6b21-5a97-b7c7-8d590ecdec06,education,B.Tech Metallurgical,B.Tech Metallurgical - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ab12f7c2-35ef-57e2-ba7b-363d4b44f799,education,B.Tech Mining,B.Tech Mining - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f39563c0-83d0-591b-82b5-b15ddeef0066,education,B.Tech Petroleum,B.Tech Petroleum - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e4439529-213a-5f9f-af9b-3a0bb1363aad,education,B.Tech Marine,B.Tech Marine - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
3193ae31-40f4-550e-a09b-366487f1a466,education,B.Tech Ceramic,B.Tech Ceramic - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f59bb1ee-56d1-578e-99ad-612b6e6fbda3,education,B.Tech Food Technology,B.Tech Food Technology - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
24907aec-b7db-5dee-a7d1-040e9af3b8a1,education,B.Pharma,B.Pharma - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ad589adc-7b6a-5d1e-9bda-517235de7ca1,education,B.Sc Computer Science,B.Sc Computer Science - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
41fa3e7b-b341-57fd-925b-f40980333191,education,B.Sc IT,B.Sc IT - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
58c7e87f-db7f-5abb-a64b-d2c157defab6,education,B.Sc Data Science,B.Sc Data Science - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
379c75c0-d6cb-5287-ae71-609f2e295389,education,B.Sc Mathematics,B.Sc Mathematics - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
98a23bd3-0f2d-50ff-87be-501d708eb057,education,B.Sc Physics,B.Sc Physics - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
ca165c79-0166-54f1-a2d0-8d15399c90fb,education,B.Sc Chemistry,B.Sc Chemistry - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
20da320b-92c1-5f84-9d6e-13ec5a06f25f,education,B.Sc Biology,B.Sc Biology - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
773d05b1-313d-5440-b40e-1ca4d03a23a4,education,B.Sc Biotechnology,B.Sc Biotechnology - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
f36f6b77-5418-5052-8e1d-466f5ce0e314,education,B.Sc Microbiology,B.Sc Microbiology - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
381d0d7a-6eb4-508a-8ebb-2dd8fc496dd6,education,B.Sc Environmental Science,B.Sc Environmental Science - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
cb4cc982-accc-5d18-8889-8717f5003916,education,B.Sc Statistics,B.Sc Statistics - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1a6835fe-6804-5653-bfc3-283bf93a18ad,education,B.Sc Actuarial Science,B.Sc Actuarial Science - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
bb482e3b-46bf-573c-a159-ee3b38715951,education,B.Sc Aviation,B.Sc Aviation - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
c7bc7793-51ea-531e-97c4-bf4ab9d54565,education,B.Sc Nautical Science,B.Sc Nautical Science - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
cd9069a9-419b-5051-a1fd-9b61adc56f4b,education,B.Sc Nursing,B.Sc Nursing - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
18bae9f5-91ba-578a-8805-ce380936be16,education,B.Sc Agriculture,B.Sc Agriculture - Career Node,,1,undergraduate,,,[],[],[],[],48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5f7cdc47-06e3-53cd-8b0f-6b3b43fda46e,education,B.Sc Forensic Science,B.Sc Forensic Science - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
6e4e8b80-b9ae-5d5a-8bd9-0414ea86ffac,education,B.Sc Nutrition,B.Sc Nutrition - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
e74047b9-c527-5bd5-8f22-31802cb9c29f,education,B.Sc Visual Comm,B.Sc Visual Comm - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
faffc409-9cb6-53da-b67d-1a34fe613ce4,education,B.Sc Fashion Technology,B.Sc Fashion Technology - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
25fd7262-3803-5bdb-9931-e5ccc27eca7f,education,B.Com,B.Com - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
dbfbed43-89a5-5ab3-9749-c3faee76f6f9,education,B.Com (Hons),B.Com (Hons) - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a2086280-1f27-5eb0-9e70-9502bfed86cf,education,B.Com Banking & Insurance,B.Com Banking & Insurance - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
8cf5fc2f-f94e-5ff8-86a1-4953c79ba5ad,education,B.Com Financial Markets,B.Com Financial Markets - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1d8b5a20-7a41-5a1d-8144-e88f29138574,education,B.Com Taxation,B.Com Taxation - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
dcb9ba1e-cf84-5839-8ddc-8d12de8c1f11,education,B.Com International Business,B.Com International Business - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
7d037228-21a6-5efa-ac71-888137da9f24,education,BBA,BBA - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
a1a44215-4571-55d6-afb5-5a864a8c6a74,education,BBA Business Analytics,BBA Business Analytics - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
70802b85-e98a-50c8-8536-3a6ea6e3174f,education,BBA Digital Marketing,BBA Digital Marketing - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
327b81c9-1e20-5d77-9697-9ab4a135c5fa,education,BBA Logistics,BBA Logistics - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
3dc90f24-c6e1-5d80-ba6c-1ed4dcd6a834,education,BBA Healthcare Mgmt,BBA Healthcare Mgmt - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5a7bc18d-87b7-5467-b796-e360ba275df3,education,BBA Entrepreneurship,BBA Entrepreneurship - Career Node,,1,undergraduate,,,[],[],[],[],36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
