source_id,destination_id,relationship_type,required_skills,optional_skills,estimated_time_months,transition_difficulty,recommended_certifications,probability,confidence,metadata
6cbdfc24-1083-55f1-a551-bb611aca81b2,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
6cbdfc24-1083-55f1-a551-bb611aca81b2,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,9b39e347-9ed0-5ce6-b31e-311a9643feda,can_work_at,[],[],,1,[],0.5,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,03f094bf-4343-5d57-9f82-cb96b32d1a60,can_work_at,[],[],,1,[],0.5,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,ce76d440-ae57-5fd8-8dac-604ae6cd2dd6,can_work_at,[],[],,1,[],0.5,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,c0361ad3-fb3a-507b-a6c7-c85c07283a61,can_work_at,[],[],,1,[],0.5,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,e9defd2e-d16e-5a6a-8b6c-ad1ad479654d,can_work_at,[],[],,1,[],0.5,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,8a3be75f-1083-5744-93e4-18c60c5264ad,can_work_at,[],[],,1,[],0.5,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
40690a93-db1a-5b61-8f0d-a28ab54413b8,79886c3e-2c14-5f01-b00c-e8a1aadbe805,branch,[],[],,1,[],0.15,0.8,{}
79886c3e-2c14-5f01-b00c-e8a1aadbe805,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
79886c3e-2c14-5f01-b00c-e8a1aadbe805,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
40690a93-db1a-5b61-8f0d-a28ab54413b8,12f590be-65b9-5c82-a102-4e46ad975046,branch,[],[],,1,[],0.3,0.8,{}
12f590be-65b9-5c82-a102-4e46ad975046,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
12f590be-65b9-5c82-a102-4e46ad975046,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
8d0c35c3-a4b1-59cc-a6b6-f096f6d1cf2d,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
f3bf4f27-3303-5fa0-86f3-00a9bfbece90,40690a93-db1a-5b61-8f0d-a28ab54413b8,branch,[],[],,1,[],0.5,0.8,{}
79886c3e-2c14-5f01-b00c-e8a1aadbe805,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
eaf50ff0-ca00-5726-8ef6-78e09832c0a7,789d2c42-5a67-5069-aeea-a46dfda4593b,branch,[],[],,1,[],0.5,0.8,{}
789d2c42-5a67-5069-aeea-a46dfda4593b,ee68c6ab-7c56-5b39-9faa-f6f570fabbe1,branch,[],[],,1,[],0.4,0.8,{}
ee68c6ab-7c56-5b39-9faa-f6f570fabbe1,40690a93-db1a-5b61-8f0d-a28ab54413b8,branch,[],[],,1,[],0.5,0.8,{}
40690a93-db1a-5b61-8f0d-a28ab54413b8,8d0c35c3-a4b1-59cc-a6b6-f096f6d1cf2d,branch,[],[],,1,[],0.4,0.8,{}
8d0c35c3-a4b1-59cc-a6b6-f096f6d1cf2d,836cbfb3-c116-5fe2-b7c4-727376410b91,next_step,[],[],,5,[],0.5,0.8,{}
8d0c35c3-a4b1-59cc-a6b6-f096f6d1cf2d,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
6cbdfc24-1083-55f1-a551-bb611aca81b2,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
789d2c42-5a67-5069-aeea-a46dfda4593b,0f0cfebd-83c3-5c68-9134-d5b68e006cb1,branch,[],[],,1,[],0.6,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
f3bf4f27-3303-5fa0-86f3-00a9bfbece90,789d2c42-5a67-5069-aeea-a46dfda4593b,branch,[],[],,1,[],0.5,0.8,{}
40690a93-db1a-5b61-8f0d-a28ab54413b8,8d0c35c3-a4b1-59cc-a6b6-f096f6d1cf2d,next_step,[],[],,1,[],0.5,0.8,{}
836cbfb3-c116-5fe2-b7c4-727376410b91,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
836cbfb3-c116-5fe2-b7c4-727376410b91,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
12f590be-65b9-5c82-a102-4e46ad975046,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
836cbfb3-c116-5fe2-b7c4-727376410b91,8ce8a88e-a916-559d-8923-9689b8d5280b,next_step,[],[],,5,[],0.5,0.8,{}
8ce8a88e-a916-559d-8923-9689b8d5280b,f4287699-fb6a-5485-aed7-ab23832653df,next_step,[],[],,5,[],0.5,0.8,{}
f4287699-fb6a-5485-aed7-ab23832653df,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
f4287699-fb6a-5485-aed7-ab23832653df,79b91244-462e-5c28-8beb-a4d8cbb88ae1,next_step,[],[],,5,[],0.5,0.8,{}
f4287699-fb6a-5485-aed7-ab23832653df,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
f4287699-fb6a-5485-aed7-ab23832653df,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
8ce8a88e-a916-559d-8923-9689b8d5280b,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,40690a93-db1a-5b61-8f0d-a28ab54413b8,branch,[],[],,1,[],0.5,0.8,{}
8ce8a88e-a916-559d-8923-9689b8d5280b,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
8ce8a88e-a916-559d-8923-9689b8d5280b,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
836cbfb3-c116-5fe2-b7c4-727376410b91,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
6bc580eb-4046-5aa2-ad9a-527841d17928,789d2c42-5a67-5069-aeea-a46dfda4593b,branch,[],[],,1,[],0.5,0.8,{}
5ad2be72-2b2b-5a07-be70-d80ba8ed1d5f,13af713e-f4f0-58b7-abf8-5116ef153eeb,next_step,[],[],,5,[],0.5,0.8,{}
5ad2be72-2b2b-5a07-be70-d80ba8ed1d5f,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
cdbaaa02-f6a4-5edf-9cd3-6c3ac847bc77,4f525b06-76f0-56ee-98a6-ddaeb6b8e4a2,branch,[],[],,1,[],0.5,0.8,{}
4f525b06-76f0-56ee-98a6-ddaeb6b8e4a2,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
4f525b06-76f0-56ee-98a6-ddaeb6b8e4a2,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
4f525b06-76f0-56ee-98a6-ddaeb6b8e4a2,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
5ec30a3b-9df6-5d80-a5c3-5c011c384263,e51f31a9-e18f-591f-aff9-d0dcfba2ad73,branch,[],[],,1,[],0.5,0.8,{}
e51f31a9-e18f-591f-aff9-d0dcfba2ad73,40690a93-db1a-5b61-8f0d-a28ab54413b8,branch,[],[],,1,[],0.5,0.8,{}
e51f31a9-e18f-591f-aff9-d0dcfba2ad73,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
e51f31a9-e18f-591f-aff9-d0dcfba2ad73,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
5ec30a3b-9df6-5d80-a5c3-5c011c384263,be359f2f-02b3-5bae-9733-a48d281cddb8,next_step,[],[],,1,[],0.5,0.8,{}
533ed193-ff74-530b-8dbb-7828e76073f4,be359f2f-02b3-5bae-9733-a48d281cddb8,requires_skill,[],[],,1,[],0.5,0.8,{}
ed05df6e-d463-59cb-98bf-1113db2fa1b4,be359f2f-02b3-5bae-9733-a48d281cddb8,requires_skill,[],[],,1,[],0.5,0.8,{}
66105d2a-8888-55b0-b438-7a9b48a1a341,be359f2f-02b3-5bae-9733-a48d281cddb8,requires_skill,[],[],,1,[],0.5,0.8,{}
36fc06b2-d262-55fc-944d-3d8de62a9deb,be359f2f-02b3-5bae-9733-a48d281cddb8,requires_skill,[],[],,1,[],0.5,0.8,{}
be359f2f-02b3-5bae-9733-a48d281cddb8,2a7a4607-4d2d-59d6-8b2d-0e426945163e,can_work_at,[],[],,1,[],0.5,0.8,{}
be359f2f-02b3-5bae-9733-a48d281cddb8,1e6fbf07-fa3e-5881-be88-d1ccd278977a,can_work_at,[],[],,1,[],0.5,0.8,{}
be359f2f-02b3-5bae-9733-a48d281cddb8,e64bf942-e143-5c86-af3f-586242c5a5b5,can_work_at,[],[],,1,[],0.5,0.8,{}
be359f2f-02b3-5bae-9733-a48d281cddb8,adbcb119-deb4-5413-89c4-e4225beb04e6,can_work_at,[],[],,1,[],0.5,0.8,{}
be359f2f-02b3-5bae-9733-a48d281cddb8,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
be359f2f-02b3-5bae-9733-a48d281cddb8,40690a93-db1a-5b61-8f0d-a28ab54413b8,branch,[],[],,1,[],0.5,0.8,{}
be359f2f-02b3-5bae-9733-a48d281cddb8,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
5ec30a3b-9df6-5d80-a5c3-5c011c384263,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,1,[],0.5,0.8,{}
4c66a0ad-5c98-5b00-a26d-99ceac2b11ad,ac54b1b0-060f-545e-a6c8-6e8fd410320d,next_step,[],[],,1,[],0.5,0.8,{}
29159f8b-be75-5e95-8b5d-1d62fa429291,ac54b1b0-060f-545e-a6c8-6e8fd410320d,requires_skill,[],[],,1,[],0.5,0.8,{}
7927d321-669a-5820-9460-9b7585c3a790,ac54b1b0-060f-545e-a6c8-6e8fd410320d,requires_skill,[],[],,1,[],0.5,0.8,{}
ac54b1b0-060f-545e-a6c8-6e8fd410320d,24d6a165-eced-5262-b3df-c190d28671c6,can_work_at,[],[],,1,[],0.5,0.8,{}
ac54b1b0-060f-545e-a6c8-6e8fd410320d,22417b2d-ac5c-5edb-86cb-58baa73ac7e6,can_work_at,[],[],,1,[],0.5,0.8,{}
ac54b1b0-060f-545e-a6c8-6e8fd410320d,b4abdb84-3665-5ef0-94e7-900f38ad8211,can_work_at,[],[],,1,[],0.5,0.8,{}
ac54b1b0-060f-545e-a6c8-6e8fd410320d,5ec30a3b-9df6-5d80-a5c3-5c011c384263,branch,[],[],,1,[],0.2,0.8,{}
be359f2f-02b3-5bae-9733-a48d281cddb8,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
13af713e-f4f0-58b7-abf8-5116ef153eeb,789d2c42-5a67-5069-aeea-a46dfda4593b,branch,[],[],,1,[],0.5,0.8,{}
5ec30a3b-9df6-5d80-a5c3-5c011c384263,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,1,[],0.5,0.8,{}
e51f31a9-e18f-591f-aff9-d0dcfba2ad73,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
ac54b1b0-060f-545e-a6c8-6e8fd410320d,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
ac54b1b0-060f-545e-a6c8-6e8fd410320d,40690a93-db1a-5b61-8f0d-a28ab54413b8,branch,[],[],,1,[],0.5,0.8,{}
ac54b1b0-060f-545e-a6c8-6e8fd410320d,269630c5-ca67-5607-b62a-fe641f035c5e,branch,[],[],,3,[],0.5,0.8,{}
269630c5-ca67-5607-b62a-fe641f035c5e,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
269630c5-ca67-5607-b62a-fe641f035c5e,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
269630c5-ca67-5607-b62a-fe641f035c5e,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
ac54b1b0-060f-545e-a6c8-6e8fd410320d,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
ac54b1b0-060f-545e-a6c8-6e8fd410320d,60cd8372-8802-5d4e-8904-4698c790bff7,branch,[],[],,1,[],0.3,0.8,{}
60cd8372-8802-5d4e-8904-4698c790bff7,f60557b4-0e58-55cc-ae4c-c7fe63228729,next_step,[],[],,1,[],0.5,0.8,{}
f60557b4-0e58-55cc-ae4c-c7fe63228729,0c39f0e7-aefd-50b9-a514-9dfbce5ea985,branch,[],[],,1,[],0.5,0.8,{}
0c39f0e7-aefd-50b9-a514-9dfbce5ea985,5ad2be72-2b2b-5a07-be70-d80ba8ed1d5f,next_step,[],[],,1,[],0.5,0.8,{}
5ad2be72-2b2b-5a07-be70-d80ba8ed1d5f,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
5ad2be72-2b2b-5a07-be70-d80ba8ed1d5f,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
5ad2be72-2b2b-5a07-be70-d80ba8ed1d5f,40690a93-db1a-5b61-8f0d-a28ab54413b8,branch,[],[],,1,[],0.5,0.8,{}
0c39f0e7-aefd-50b9-a514-9dfbce5ea985,4f525b06-76f0-56ee-98a6-ddaeb6b8e4a2,branch,[],[],,1,[],0.5,0.8,{}
f60557b4-0e58-55cc-ae4c-c7fe63228729,5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,next_step,[],[],,1,[],0.5,0.8,{}
89fc90e1-8be6-5e92-beaf-ce6605277560,5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,requires_skill,[],[],,1,[],0.5,0.8,{}
4e8a6732-1c3a-5f1c-b57e-9655d2157901,5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,requires_skill,[],[],,1,[],0.5,0.8,{}
d4c1fe3f-cb0b-5ca7-82d8-f3c8afaa69d9,5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,requires_skill,[],[],,1,[],0.5,0.8,{}
82701844-af7e-507f-a054-4804344664f6,5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,requires_skill,[],[],,1,[],0.5,0.8,{}
a5192f52-f323-5a1e-b338-4097fdc0b571,5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,requires_skill,[],[],,1,[],0.5,0.8,{}
5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,2a7a4607-4d2d-59d6-8b2d-0e426945163e,can_work_at,[],[],,1,[],0.5,0.8,{}
5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,1e6fbf07-fa3e-5881-be88-d1ccd278977a,can_work_at,[],[],,1,[],0.5,0.8,{}
5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,e64bf942-e143-5c86-af3f-586242c5a5b5,can_work_at,[],[],,1,[],0.5,0.8,{}
5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,adbcb119-deb4-5413-89c4-e4225beb04e6,can_work_at,[],[],,1,[],0.5,0.8,{}
5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,5ec30a3b-9df6-5d80-a5c3-5c011c384263,branch,[],[],,1,[],0.3,0.8,{}
e51f31a9-e18f-591f-aff9-d0dcfba2ad73,789d2c42-5a67-5069-aeea-a46dfda4593b,branch,[],[],,1,[],0.5,0.8,{}
5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
60cd8372-8802-5d4e-8904-4698c790bff7,5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,branch,[],[],,1,[],0.2,0.8,{}
5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,f60557b4-0e58-55cc-ae4c-c7fe63228729,branch,[],[],,1,[],0.2,0.8,{}
f60557b4-0e58-55cc-ae4c-c7fe63228729,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,1,[],0.5,0.8,{}
5da471f1-ee79-556a-b7f5-a45f2ce1c4f0,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
60cd8372-8802-5d4e-8904-4698c790bff7,b42e6a98-d15b-5ae4-8ff9-c37e0b479dda,branch,[],[],,1,[],0.5,0.8,{}
b42e6a98-d15b-5ae4-8ff9-c37e0b479dda,d166ed8a-dd49-5810-8c9d-77c2287f38c5,next_step,[],[],,1,[],0.5,0.8,{}
89fc90e1-8be6-5e92-beaf-ce6605277560,d166ed8a-dd49-5810-8c9d-77c2287f38c5,requires_skill,[],[],,1,[],0.5,0.8,{}
053d44a9-5452-5438-97ea-bbd882b7c521,d166ed8a-dd49-5810-8c9d-77c2287f38c5,requires_skill,[],[],,1,[],0.5,0.8,{}
53846298-3856-57f7-b320-69fefc1dfa3f,d166ed8a-dd49-5810-8c9d-77c2287f38c5,requires_skill,[],[],,1,[],0.5,0.8,{}
62145979-7697-50df-a373-eb46948befb8,d166ed8a-dd49-5810-8c9d-77c2287f38c5,requires_skill,[],[],,1,[],0.5,0.8,{}
d166ed8a-dd49-5810-8c9d-77c2287f38c5,e64bf942-e143-5c86-af3f-586242c5a5b5,can_work_at,[],[],,1,[],0.5,0.8,{}
d166ed8a-dd49-5810-8c9d-77c2287f38c5,adbcb119-deb4-5413-89c4-e4225beb04e6,can_work_at,[],[],,1,[],0.5,0.8,{}
d166ed8a-dd49-5810-8c9d-77c2287f38c5,983a9da3-260e-5b6a-bd32-4059cf162dbb,can_work_at,[],[],,1,[],0.5,0.8,{}
d166ed8a-dd49-5810-8c9d-77c2287f38c5,b2476edc-bbe2-5b1e-a246-83b79ef88869,can_work_at,[],[],,1,[],0.5,0.8,{}
d166ed8a-dd49-5810-8c9d-77c2287f38c5,2a7a4607-4d2d-59d6-8b2d-0e426945163e,can_work_at,[],[],,1,[],0.5,0.8,{}
d166ed8a-dd49-5810-8c9d-77c2287f38c5,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
d166ed8a-dd49-5810-8c9d-77c2287f38c5,d1b015c0-22e3-5189-9fff-7e42a167d4dd,branch,[],[],,3,[],0.5,0.8,{}
d1b015c0-22e3-5189-9fff-7e42a167d4dd,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
d1b015c0-22e3-5189-9fff-7e42a167d4dd,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
d166ed8a-dd49-5810-8c9d-77c2287f38c5,4ce377fd-5399-50b6-878d-50d3b4d0572a,branch,[],[],,1,[],0.3,0.8,{}
4ce377fd-5399-50b6-878d-50d3b4d0572a,eaf50ff0-ca00-5726-8ef6-78e09832c0a7,branch,[],[],,8,[],0.5,0.8,{}
4ce377fd-5399-50b6-878d-50d3b4d0572a,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
4ce377fd-5399-50b6-878d-50d3b4d0572a,6bc580eb-4046-5aa2-ad9a-527841d17928,branch,[],[],,5,[],0.5,0.8,{}
d166ed8a-dd49-5810-8c9d-77c2287f38c5,ebeaa0dd-ba95-5ddd-9a3f-106c5bb332b9,branch,[],[],,3,[],0.5,0.8,{}
89fc90e1-8be6-5e92-beaf-ce6605277560,ebeaa0dd-ba95-5ddd-9a3f-106c5bb332b9,requires_skill,[],[],,1,[],0.5,0.8,{}
053d44a9-5452-5438-97ea-bbd882b7c521,ebeaa0dd-ba95-5ddd-9a3f-106c5bb332b9,requires_skill,[],[],,1,[],0.5,0.8,{}
d701351b-9af0-5e03-8a1c-d81a34761ecc,ebeaa0dd-ba95-5ddd-9a3f-106c5bb332b9,requires_skill,[],[],,1,[],0.5,0.8,{}
4abb9035-7b1e-55c9-afea-4c3acbb35806,ebeaa0dd-ba95-5ddd-9a3f-106c5bb332b9,requires_skill,[],[],,1,[],0.5,0.8,{}
c2078b39-1cee-5367-b119-51b4862e58cb,ebeaa0dd-ba95-5ddd-9a3f-106c5bb332b9,requires_skill,[],[],,1,[],0.5,0.8,{}
ebeaa0dd-ba95-5ddd-9a3f-106c5bb332b9,4ce377fd-5399-50b6-878d-50d3b4d0572a,branch,[],[],,3,[],0.5,0.8,{}
4ce377fd-5399-50b6-878d-50d3b4d0572a,40690a93-db1a-5b61-8f0d-a28ab54413b8,branch,[],[],,1,[],0.5,0.8,{}
ebeaa0dd-ba95-5ddd-9a3f-106c5bb332b9,d1b015c0-22e3-5189-9fff-7e42a167d4dd,branch,[],[],,3,[],0.5,0.8,{}
d1b015c0-22e3-5189-9fff-7e42a167d4dd,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
ebeaa0dd-ba95-5ddd-9a3f-106c5bb332b9,f3bf4f27-3303-5fa0-86f3-00a9bfbece90,branch,[],[],,4,[],0.5,0.8,{}
